Case,Inlet Mach,First Ramp Angle,Ramp Increase Angle,Mach 2,Mach 3,Beta1,Beta2,Beta3,Beta4,P2/P1,P3/P1,P4/P1,P5/P1,Theta,Mach 4,Mach 5,T4/T1,T5/T1,rho4/rho1,rho5/rho1,Pt4/Pt1,Pt5/Pt1,Iteration Count,Execution Time (s)
Expansion Wave,3.0,10.0,17.0,2.5050006821537165,1.7887313866867813,27.382690621308114,39.14151795970416,46.51950691496722,34.288761593293046,2.0544721530528434,5.650653065683244,5.5503942850407855,5.549724497147525,0.34000000000000025,1.8004810301580003,1.6195988450470147,1.6986720876134618,1.836523098309292,3.2673172740788843,2.919466122843861,0.8687952392364255,0.638722849554119,339,2.035176992416382
